from,to,title,group,value
3,1997,RT DE,2021,2
13,1998,Achgut.com,Achgut.com,2
3,1998,Achgut.com,2021,2
286,1999,Swissmedic,Swissmedic,2
3,1999,Swissmedic,2021,2
43,2000,medinside.ch,medinside.ch,2
11,2000,medinside.ch,2020,2
13,2001,Achgut.com,Achgut.com,2
3,2001,Achgut.com,2021,2
512,2002,ntv,ntv,2
3,2002,ntv,2021,2
450,2003,tagesschau.de,tagesschau.de,2
11,2003,tagesschau.de,2020,2
80,2004,INFOsperber,INFOsperber,2
3,2004,INFOsperber,2021,2
49,2005,reitschuster,reitschuster,2
3,2005,reitschuster,2021,2
131,2006,linth24,linth24,2
3,2006,linth24,2021,2
109,2007,Berliner Zeitung,Berliner Zeitung,2
3,2007,Berliner Zeitung,2021,2
27,2008,Die Ostschweiz,Die Ostschweiz,2
3,2008,Die Ostschweiz,2021,2
512,2009,ntv,ntv,2
3,2009,ntv,2021,2
183,2010,corona-blog.net,corona-blog.net,2
3,2010,corona-blog.net,2021,2
10,2011,Wochenblick,Wochenblick,2
3,2011,Wochenblick,2021,2
268,2012,SRF,SRF,2
3,2012,SRF,2021,2
145,2013,Nordkurier,Nordkurier,2
3,2013,Nordkurier,2021,2
288,2014,Deutsches Ärzteblatt,Deutsches Ärzteblatt,2
3,2014,Deutsches Ärzteblatt,2021,2
54,2015,Tichys Einblick,Tichys Einblick,2
3,2015,Tichys Einblick,2021,2
99,2016,Telepolis,Telepolis,2
3,2016,Telepolis,2021,2
159,2017,Weltwoche daily,Weltwoche daily,2
3,2017,Weltwoche daily,2021,2
49,2018,reitschuster,reitschuster,2
3,2018,reitschuster,2021,2
19,2019,Epoch Times,Epoch Times,2
3,2019,Epoch Times,2021,2
27,2020,Die Ostschweiz,Die Ostschweiz,2
3,2020,Die Ostschweiz,2021,2
145,2021,Nordkurier,Nordkurier,2
3,2021,Nordkurier,2021,2
2023,2022,Handelsblatt,Handelsblatt,2
11,2022,Handelsblatt,2020,2
1229,2024,FASSADENKRATZER,FASSADENKRATZER,2
3,2024,FASSADENKRATZER,2021,2
49,2025,reitschuster,reitschuster,2
3,2025,reitschuster,2021,2
2027,2026,Verborgene Wahrheit,Verborgene Wahrheit,2
11,2026,Verborgene Wahrheit,2020,2
8,2028,RT DE,RT DE,2
3,2028,RT DE,2021,2
49,2029,reitschuster,reitschuster,2
3,2029,reitschuster,2021,2
41,2030,Report24,Report24,2
3,2030,Report24,2021,2
37,2031,Corona Transition,Corona Transition,2
11,2031,Corona Transition,2020,2
6,2032,tp - Science & Technology,tp - Science & Technology,2
3,2032,tp - Science & Technology,2021,2
497,2033,World Health Organization,World Health Organization,2
11,2033,World Health Organization,2020,2
462,2034,Nau,Nau,2
3,2034,Nau,2021,2
220,2035,ZE!TPUNKT,ZE!TPUNKT,2
3,2035,ZE!TPUNKT,2021,2
94,2036,substack.com,substack.com,2
11,2036,substack.com,2020,2
8,2037,RT DE,RT DE,2
3,2037,RT DE,2021,2
121,2038,Unser Mitteleuropa,Unser Mitteleuropa,2
3,2038,Unser Mitteleuropa,2021,2
84,2039,2020 News,2020 News,2
3,2039,2020 News,2021,2
2041,2040,heise,heise,2
3,2040,heise,2021,2
46,2042,NZZ,NZZ,2
3,2042,NZZ,2021,2
54,2043,Tichys Einblick,Tichys Einblick,2
3,2043,Tichys Einblick,2021,2
41,2044,Report24,Report24,2
3,2044,Report24,2021,2
37,2045,Corona Transition,Corona Transition,2
3,2045,Corona Transition,2021,2
49,2046,reitschuster,reitschuster,2
3,2046,reitschuster,2021,2
41,2047,Report24,Report24,2
3,2047,Report24,2021,2
8,2048,RT DE,RT DE,2
3,2048,RT DE,2021,2
19,2049,Epoch Times,Epoch Times,2
3,2049,Epoch Times,2021,2
1065,2050,Prof. Harald Walach,Prof. Harald Walach,2
3,2050,Prof. Harald Walach,2021,2
590,2051,Unzensuriert,Unzensuriert,2
11,2051,Unzensuriert,2020,2
8,2052,RT DE,RT DE,2
11,2052,RT DE,2020,2
10,2053,Wochenblick,Wochenblick,2
3,2053,Wochenblick,2021,2
23,2054,Tagesanzeiger,Tagesanzeiger,2
3,2054,Tagesanzeiger,2021,2
6,2055,tp - Science & Technology,tp - Science & Technology,2
3,2055,tp - Science & Technology,2021,2
37,2056,Corona Transition,Corona Transition,2
3,2056,Corona Transition,2021,2
82,2057,In$ide Paradeplatz,In$ide Paradeplatz,2
3,2057,In$ide Paradeplatz,2021,2
10,2058,Wochenblick,Wochenblick,2
3,2058,Wochenblick,2021,2
286,2059,Swissmedic,Swissmedic,2
11,2059,Swissmedic,2020,2
402,2060,RND,RND,2
3,2060,RND,2021,2
8,2061,RT DE,RT DE,2
3,2061,RT DE,2021,2
183,2062,corona-blog.net,corona-blog.net,2
3,2062,corona-blog.net,2021,2
2064,2063,Bärnerbär,Bärnerbär,2
3,2063,Bärnerbär,2021,2
8,2065,RT DE,RT DE,2
3,2065,RT DE,2021,2
1140,2066,Verfassungsfreunde,Verfassungsfreunde,2
3,2066,Verfassungsfreunde,2021,2
121,2067,Unser Mitteleuropa,Unser Mitteleuropa,2
3,2067,Unser Mitteleuropa,2021,2
92,2068,Focus Online,Focus Online,2
3,2068,Focus Online,2021,2
497,2069,World Health Organization,World Health Organization,2
11,2069,World Health Organization,2020,2
2071,2070,CDU/CSU,CDU/CSU,2
307,2070,CDU/CSU,2019,2
8,2072,RT DE,RT DE,2
3,2072,RT DE,2021,2
27,2073,Die Ostschweiz,Die Ostschweiz,2
3,2073,Die Ostschweiz,2021,2
54,2074,Tichys Einblick,Tichys Einblick,2
3,2074,Tichys Einblick,2021,2
43,2075,medinside.ch,medinside.ch,2
3,2075,medinside.ch,2021,2
8,2076,RT DE,RT DE,2
11,2076,RT DE,2020,2
2,2077,ScienceFiles,ScienceFiles,2
3,2077,ScienceFiles,2021,2
16,2078,Rubikon,Rubikon,2
11,2078,Rubikon,2020,2
84,2079,2020 News,2020 News,2
3,2079,2020 News,2021,2
99,2080,Telepolis,Telepolis,2
3,2080,Telepolis,2021,2
6,2081,tp - Science & Technology,tp - Science & Technology,2
3,2081,tp - Science & Technology,2021,2
159,2082,Weltwoche daily,Weltwoche daily,2
3,2082,Weltwoche daily,2021,2
2084,2083,InsideCorona,InsideCorona,2
11,2083,InsideCorona,2020,2
131,2085,linth24,linth24,2
11,2085,linth24,2020,2
84,2086,2020 News,2020 News,2
11,2086,2020 News,2020,2
420,2087,ZDF,ZDF,2
3,2087,ZDF,2021,2
43,2088,medinside.ch,medinside.ch,2
3,2088,medinside.ch,2021,2
8,2089,RT DE,RT DE,2
11,2089,RT DE,2020,2
13,2090,Achgut.com,Achgut.com,2
3,2090,Achgut.com,2021,2
37,2091,Corona Transition,Corona Transition,2
3,2091,Corona Transition,2021,2
6,2092,tp - Science & Technology,tp - Science & Technology,2
3,2092,tp - Science & Technology,2021,2
84,2093,2020 News,2020 News,2
11,2093,2020 News,2020,2
19,2094,Epoch Times,Epoch Times,2
11,2094,Epoch Times,2020,2
2,2095,ScienceFiles,ScienceFiles,2
3,2095,ScienceFiles,2021,2
10,2096,Wochenblick,Wochenblick,2
3,2096,Wochenblick,2021,2
183,2097,corona-blog.net,corona-blog.net,2
3,2097,corona-blog.net,2021,2
19,2098,Epoch Times,Epoch Times,2
3,2098,Epoch Times,2021,2
10,2099,Wochenblick,Wochenblick,2
3,2099,Wochenblick,2021,2
8,2100,RT DE,RT DE,2
3,2100,RT DE,2021,2
84,2101,2020 News,2020 News,2
3,2101,2020 News,2021,2
84,2102,2020 News,2020 News,2
11,2102,2020 News,2020,2
109,2103,Berliner Zeitung,Berliner Zeitung,2
3,2103,Berliner Zeitung,2021,2
30,2104,NachDenkSeiten,NachDenkSeiten,2
3,2104,NachDenkSeiten,2021,2
19,2105,Epoch Times,Epoch Times,2
3,2105,Epoch Times,2021,2
2107,2106,Virological,Virological,2
11,2106,Virological,2020,2
10,2108,Wochenblick,Wochenblick,2
3,2108,Wochenblick,2021,2
10,2109,Wochenblick,Wochenblick,2
3,2109,Wochenblick,2021,2
49,2110,reitschuster,reitschuster,2
3,2110,reitschuster,2021,2
16,2111,Rubikon,Rubikon,2
3,2111,Rubikon,2021,2
265,2112,Uncut-News,Uncut-News,2
3,2112,Uncut-News,2021,2
159,2113,Weltwoche daily,Weltwoche daily,2
11,2113,Weltwoche daily,2020,2
2115,2114,ORF,ORF,2
11,2114,ORF,2020,2
19,2116,Epoch Times,Epoch Times,2
3,2116,Epoch Times,2021,2
41,2117,Report24,Report24,2
3,2117,Report24,2021,2
512,2118,ntv,ntv,2
3,2118,ntv,2021,2
1480,2119,arte,arte,2
3,2119,arte,2021,2
2,2120,ScienceFiles,ScienceFiles,2
3,2120,ScienceFiles,2021,2
49,2121,reitschuster,reitschuster,2
3,2121,reitschuster,2021,2
8,2122,RT DE,RT DE,2
3,2122,RT DE,2021,2
27,2123,Die Ostschweiz,Die Ostschweiz,2
3,2123,Die Ostschweiz,2021,2
41,2124,Report24,Report24,2
3,2124,Report24,2021,2
10,2125,Wochenblick,Wochenblick,2
3,2125,Wochenblick,2021,2
2,2126,ScienceFiles,ScienceFiles,2
3,2126,ScienceFiles,2021,2
27,2127,Die Ostschweiz,Die Ostschweiz,2
3,2127,Die Ostschweiz,2021,2
16,2128,Rubikon,Rubikon,2
3,2128,Rubikon,2021,2
19,2129,Epoch Times,Epoch Times,2
3,2129,Epoch Times,2021,2
10,2130,Wochenblick,Wochenblick,2
11,2130,Wochenblick,2020,2
72,2131,Die Welt,Die Welt,2
3,2131,Die Welt,2021,2
27,2132,Die Ostschweiz,Die Ostschweiz,2
3,2132,Die Ostschweiz,2021,2
2041,2133,heise,heise,2
3,2133,heise,2021,2
72,2134,Die Welt,Die Welt,2
3,2134,Die Welt,2021,2
10,2135,Wochenblick,Wochenblick,2
3,2135,Wochenblick,2021,2
8,2136,RT DE,RT DE,2
3,2136,RT DE,2021,2
41,2137,Report24,Report24,2
3,2137,Report24,2021,2
27,2138,Die Ostschweiz,Die Ostschweiz,2
3,2138,Die Ostschweiz,2021,2
10,2139,Wochenblick,Wochenblick,2
3,2139,Wochenblick,2021,2
995,2140,Bundesrat,Bundesrat,2
3,2140,Bundesrat,2021,2
491,2141,WHO,WHO,2
11,2141,WHO,2020,2
2064,2142,Bärnerbär,Bärnerbär,2
11,2142,Bärnerbär,2020,2
6,2143,tp - Science & Technology,tp - Science & Technology,2
3,2143,tp - Science & Technology,2021,2
27,2144,Die Ostschweiz,Die Ostschweiz,2
3,2144,Die Ostschweiz,2021,2
6,2145,tp - Science & Technology,tp - Science & Technology,2
3,2145,tp - Science & Technology,2021,2
1229,2146,FASSADENKRATZER,FASSADENKRATZER,2
3,2146,FASSADENKRATZER,2021,2
49,2147,reitschuster,reitschuster,2
3,2147,reitschuster,2021,2
159,2148,Weltwoche daily,Weltwoche daily,2
3,2148,Weltwoche daily,2021,2
23,2149,Tagesanzeiger,Tagesanzeiger,2
3,2149,Tagesanzeiger,2021,2
249,2150,NDR,NDR,2
11,2150,NDR,2020,2
37,2151,Corona Transition,Corona Transition,2
3,2151,Corona Transition,2021,2
8,2152,RT DE,RT DE,2
3,2152,RT DE,2021,2
72,2153,Die Welt,Die Welt,2
3,2153,Die Welt,2021,2
39,2154,multipolar,multipolar,2
3,2154,multipolar,2021,2
6,2155,tp - Science & Technology,tp - Science & Technology,2
3,2155,tp - Science & Technology,2021,2
8,2156,RT DE,RT DE,2
3,2156,RT DE,2021,2
37,2157,Corona Transition,Corona Transition,2
3,2157,Corona Transition,2021,2
512,2158,ntv,ntv,2
3,2158,ntv,2021,2
2160,2159,Deutsche Gesellschaft für Pädiatrische Infektiologie,Deutsche Gesellschaft für Pädiatrische Infektiologie,2
3,2159,Deutsche Gesellschaft für Pädiatrische Infektiologie,2021,2
94,2161,substack.com,substack.com,2
3,2161,substack.com,2021,2
27,2162,Die Ostschweiz,Die Ostschweiz,2
3,2162,Die Ostschweiz,2021,2
6,2163,tp - Science & Technology,tp - Science & Technology,2
3,2163,tp - Science & Technology,2021,2
43,2164,medinside.ch,medinside.ch,2
3,2164,medinside.ch,2021,2
2,2165,ScienceFiles,ScienceFiles,2
3,2165,ScienceFiles,2021,2
27,2166,Die Ostschweiz,Die Ostschweiz,2
11,2166,Die Ostschweiz,2020,2
8,2167,RT DE,RT DE,2
11,2167,RT DE,2020,2
10,2168,Wochenblick,Wochenblick,2
3,2168,Wochenblick,2021,2
84,2169,2020 News,2020 News,2
3,2169,2020 News,2021,2
84,2170,2020 News,2020 News,2
3,2170,2020 News,2021,2
253,2171,Swiss Policy Research,Swiss Policy Research,2
11,2171,Swiss Policy Research,2020,2
13,2172,Achgut.com,Achgut.com,2
11,2172,Achgut.com,2020,2
8,2173,RT DE,RT DE,2
3,2173,RT DE,2021,2
72,2174,Die Welt,Die Welt,2
3,2174,Die Welt,2021,2
10,2175,Wochenblick,Wochenblick,2
3,2175,Wochenblick,2021,2
19,2176,Epoch Times,Epoch Times,2
3,2176,Epoch Times,2021,2
501,2177,infekt.ch,infekt.ch,2
11,2177,infekt.ch,2020,2
6,2178,tp - Science & Technology,tp - Science & Technology,2
3,2178,tp - Science & Technology,2021,2
2,2179,ScienceFiles,ScienceFiles,2
3,2179,ScienceFiles,2021,2
84,2180,2020 News,2020 News,2
3,2180,2020 News,2021,2
462,2181,Nau,Nau,2
3,2181,Nau,2021,2
19,2182,Epoch Times,Epoch Times,2
3,2182,Epoch Times,2021,2
2,2183,ScienceFiles,ScienceFiles,2
3,2183,ScienceFiles,2021,2
2,2184,ScienceFiles,ScienceFiles,2
11,2184,ScienceFiles,2020,2
94,2185,substack.com,substack.com,2
3,2185,substack.com,2021,2
10,2186,Wochenblick,Wochenblick,2
3,2186,Wochenblick,2021,2
8,2187,RT DE,RT DE,2
3,2187,RT DE,2021,2
27,2188,Die Ostschweiz,Die Ostschweiz,2
3,2188,Die Ostschweiz,2021,2
46,2189,NZZ,NZZ,2
3,2189,NZZ,2021,2
1843,2190,Event,Event,2
11,2190,Event,2020,2
49,2191,reitschuster,reitschuster,2
11,2191,reitschuster,2020,2
975,2192,DerStandard,DerStandard,2
3,2192,DerStandard,2021,2
265,2193,Uncut-News,Uncut-News,2
3,2193,Uncut-News,2021,2
10,2194,Wochenblick,Wochenblick,2
3,2194,Wochenblick,2021,2
80,2195,INFOsperber,INFOsperber,2
3,2195,INFOsperber,2021,2
6,2196,tp - Science & Technology,tp - Science & Technology,2
3,2196,tp - Science & Technology,2021,2
10,2197,Wochenblick,Wochenblick,2
3,2197,Wochenblick,2021,2
41,2198,Report24,Report24,2
3,2198,Report24,2021,2
27,2199,Die Ostschweiz,Die Ostschweiz,2
3,2199,Die Ostschweiz,2021,2
72,2200,Die Welt,Die Welt,2
11,2200,Die Welt,2020,2
491,2201,WHO,WHO,2
3,2201,WHO,2021,2
23,2202,Tagesanzeiger,Tagesanzeiger,2
3,2202,Tagesanzeiger,2021,2
512,2203,ntv,ntv,2
3,2203,ntv,2021,2
183,2204,corona-blog.net,corona-blog.net,2
3,2204,corona-blog.net,2021,2
8,2205,RT DE,RT DE,2
3,2205,RT DE,2021,2
49,2206,reitschuster,reitschuster,2
11,2206,reitschuster,2020,2
104,2207,Youtube,Youtube,2
11,2207,Youtube,2020,2
6,2208,tp - Science & Technology,tp - Science & Technology,2
3,2208,tp - Science & Technology,2021,2
43,2209,medinside.ch,medinside.ch,2
11,2209,medinside.ch,2020,2
10,2210,Wochenblick,Wochenblick,2
3,2210,Wochenblick,2021,2
710,2211,bitchute,bitchute,2
11,2211,bitchute,2020,2
313,2212,tagblatt.ch,tagblatt.ch,2
3,2212,tagblatt.ch,2021,2
2,2213,ScienceFiles,ScienceFiles,2
3,2213,ScienceFiles,2021,2
94,2214,substack.com,substack.com,2
3,2214,substack.com,2021,2
27,2215,Die Ostschweiz,Die Ostschweiz,2
3,2215,Die Ostschweiz,2021,2
16,2216,Rubikon,Rubikon,2
3,2216,Rubikon,2021,2
16,2217,Rubikon,Rubikon,2
3,2217,Rubikon,2021,2
8,2218,RT DE,RT DE,2
3,2218,RT DE,2021,2
6,2219,tp - Science & Technology,tp - Science & Technology,2
3,2219,tp - Science & Technology,2021,2
268,2220,SRF,SRF,2
3,2220,SRF,2021,2
37,2221,Corona Transition,Corona Transition,2
3,2221,Corona Transition,2021,2
84,2222,2020 News,2020 News,2
3,2222,2020 News,2021,2
37,2223,Corona Transition,Corona Transition,2
3,2223,Corona Transition,2021,2
145,2224,Nordkurier,Nordkurier,2
11,2224,Nordkurier,2020,2
49,2225,reitschuster,reitschuster,2
3,2225,reitschuster,2021,2
37,2226,Corona Transition,Corona Transition,2
3,2226,Corona Transition,2021,2
49,2227,reitschuster,reitschuster,2
11,2227,reitschuster,2020,2
23,2228,Tagesanzeiger,Tagesanzeiger,2
11,2228,Tagesanzeiger,2020,2
462,2229,Nau,Nau,2
3,2229,Nau,2021,2
78,2230,Ktipp,Ktipp,2
3,2230,Ktipp,2021,2
27,2231,Die Ostschweiz,Die Ostschweiz,2
3,2231,Die Ostschweiz,2021,2
84,2232,2020 News,2020 News,2
11,2232,2020 News,2020,2
19,2233,Epoch Times,Epoch Times,2
3,2233,Epoch Times,2021,2
92,2234,Focus Online,Focus Online,2
3,2234,Focus Online,2021,2
501,2235,infekt.ch,infekt.ch,2
11,2235,infekt.ch,2020,2
183,2236,corona-blog.net,corona-blog.net,2
3,2236,corona-blog.net,2021,2
402,2237,RND,RND,2
3,2237,RND,2021,2
27,2238,Die Ostschweiz,Die Ostschweiz,2
3,2238,Die Ostschweiz,2021,2
54,2239,Tichys Einblick,Tichys Einblick,2
3,2239,Tichys Einblick,2021,2
10,2240,Wochenblick,Wochenblick,2
3,2240,Wochenblick,2021,2
10,2241,Wochenblick,Wochenblick,2
3,2241,Wochenblick,2021,2
10,2242,Wochenblick,Wochenblick,2
3,2242,Wochenblick,2021,2
2,2243,ScienceFiles,ScienceFiles,2
3,2243,ScienceFiles,2021,2
286,2244,Swissmedic,Swissmedic,2
11,2244,Swissmedic,2020,2
2,2245,ScienceFiles,ScienceFiles,2
3,2245,ScienceFiles,2021,2
72,2246,Die Welt,Die Welt,2
3,2246,Die Welt,2021,2
10,2247,Wochenblick,Wochenblick,2
3,2247,Wochenblick,2021,2
80,2248,INFOsperber,INFOsperber,2
11,2248,INFOsperber,2020,2
468,2249,aargau-zuerich.ch,aargau-zuerich.ch,2
3,2249,aargau-zuerich.ch,2021,2
10,2250,Wochenblick,Wochenblick,2
3,2250,Wochenblick,2021,2
2,2251,ScienceFiles,ScienceFiles,2
3,2251,ScienceFiles,2021,2
8,2252,RT DE,RT DE,2
3,2252,RT DE,2021,2
13,2253,Achgut.com,Achgut.com,2
3,2253,Achgut.com,2021,2
849,2254,SNA,SNA,2
3,2254,SNA,2021,2
13,2255,Achgut.com,Achgut.com,2
3,2255,Achgut.com,2021,2
19,2256,Epoch Times,Epoch Times,2
3,2256,Epoch Times,2021,2
10,2257,Wochenblick,Wochenblick,2
3,2257,Wochenblick,2021,2
84,2258,2020 News,2020 News,2
3,2258,2020 News,2021,2
10,2259,Wochenblick,Wochenblick,2
3,2259,Wochenblick,2021,2
145,2260,Nordkurier,Nordkurier,2
3,2260,Nordkurier,2021,2
19,2261,Epoch Times,Epoch Times,2
11,2261,Epoch Times,2020,2
2263,2262,telegra.ph,telegra.ph,2
11,2262,telegra.ph,2020,2
131,2264,linth24,linth24,2
11,2264,linth24,2020,2
2266,2265,Pontifical Academy for Life,Pontifical Academy for Life,2
11,2265,Pontifical Academy for Life,2020,2
109,2267,Berliner Zeitung,Berliner Zeitung,2
11,2267,Berliner Zeitung,2020,2
13,2268,Achgut.com,Achgut.com,2
3,2268,Achgut.com,2021,2
82,2269,In$ide Paradeplatz,In$ide Paradeplatz,2
3,2269,In$ide Paradeplatz,2021,2
19,2270,Epoch Times,Epoch Times,2
11,2270,Epoch Times,2020,2
10,2271,Wochenblick,Wochenblick,2
3,2271,Wochenblick,2021,2
49,2272,reitschuster,reitschuster,2
3,2272,reitschuster,2021,2
757,2273,Global Research,Global Research,2
3,2273,Global Research,2021,2
497,2274,World Health Organization,World Health Organization,2
11,2274,World Health Organization,2020,2
30,2275,NachDenkSeiten,NachDenkSeiten,2
11,2275,NachDenkSeiten,2020,2
402,2276,RND,RND,2
3,2276,RND,2021,2
10,2277,Wochenblick,Wochenblick,2
3,2277,Wochenblick,2021,2
1916,2278,Peds Ansichten,Peds Ansichten,2
3,2278,Peds Ansichten,2021,2
220,2279,ZE!TPUNKT,ZE!TPUNKT,2
11,2279,ZE!TPUNKT,2020,2
350,2280,kenFM,kenFM,2
3,2280,kenFM,2021,2
37,2281,Corona Transition,Corona Transition,2
3,2281,Corona Transition,2021,2
49,2282,reitschuster,reitschuster,2
3,2282,reitschuster,2021,2
268,2283,SRF,SRF,2
3,2283,SRF,2021,2
49,2284,reitschuster,reitschuster,2
3,2284,reitschuster,2021,2
92,2285,Focus Online,Focus Online,2
11,2285,Focus Online,2020,2
8,2286,RT DE,RT DE,2
3,2286,RT DE,2021,2
6,2287,tp - Science & Technology,tp - Science & Technology,2
3,2287,tp - Science & Technology,2021,2
10,2288,Wochenblick,Wochenblick,2
3,2288,Wochenblick,2021,2
13,2289,Achgut.com,Achgut.com,2
3,2289,Achgut.com,2021,2
10,2290,Wochenblick,Wochenblick,2
3,2290,Wochenblick,2021,2
8,2291,RT DE,RT DE,2
3,2291,RT DE,2021,2
402,2292,RND,RND,2
11,2292,RND,2020,2
49,2293,reitschuster,reitschuster,2
3,2293,reitschuster,2021,2
817,2294,BAG,BAG,2
3,2294,BAG,2021,2
10,2295,Wochenblick,Wochenblick,2
3,2295,Wochenblick,2021,2
37,2296,Corona Transition,Corona Transition,2
3,2296,Corona Transition,2021,2
19,2297,Epoch Times,Epoch Times,2
3,2297,Epoch Times,2021,2
13,2298,Achgut.com,Achgut.com,2
3,2298,Achgut.com,2021,2
358,2299,Jouwatch,Jouwatch,2
3,2299,Jouwatch,2021,2
19,2300,Epoch Times,Epoch Times,2
3,2300,Epoch Times,2021,2
19,2301,Epoch Times,Epoch Times,2
3,2301,Epoch Times,2021,2
2,2302,ScienceFiles,ScienceFiles,2
3,2302,ScienceFiles,2021,2
92,2303,Focus Online,Focus Online,2
3,2303,Focus Online,2021,2
8,2304,RT DE,RT DE,2
11,2304,RT DE,2020,2
49,2305,reitschuster,reitschuster,2
3,2305,reitschuster,2021,2
49,2306,reitschuster,reitschuster,2
3,2306,reitschuster,2021,2
13,2307,Achgut.com,Achgut.com,2
3,2307,Achgut.com,2021,2
6,2308,tp - Science & Technology,tp - Science & Technology,2
3,2308,tp - Science & Technology,2021,2
23,2309,Tagesanzeiger,Tagesanzeiger,2
3,2309,Tagesanzeiger,2021,2
420,2310,ZDF,ZDF,2
11,2310,ZDF,2020,2
19,2311,Epoch Times,Epoch Times,2
3,2311,Epoch Times,2021,2
72,2312,Die Welt,Die Welt,2
3,2312,Die Welt,2021,2
41,2313,Report24,Report24,2
3,2313,Report24,2021,2
49,2314,reitschuster,reitschuster,2
3,2314,reitschuster,2021,2
183,2315,corona-blog.net,corona-blog.net,2
3,2315,corona-blog.net,2021,2
19,2316,Epoch Times,Epoch Times,2
3,2316,Epoch Times,2021,2
6,2317,tp - Science & Technology,tp - Science & Technology,2
3,2317,tp - Science & Technology,2021,2
10,2318,Wochenblick,Wochenblick,2
3,2318,Wochenblick,2021,2
10,2319,Wochenblick,Wochenblick,2
3,2319,Wochenblick,2021,2
6,2320,tp - Science & Technology,tp - Science & Technology,2
3,2320,tp - Science & Technology,2021,2
1955,2321,Nature Medicine,Nature Medicine,2
3,2321,Nature Medicine,2021,2
6,2322,tp - Science & Technology,tp - Science & Technology,2
3,2322,tp - Science & Technology,2021,2
1480,2323,arte,arte,2
11,2323,arte,2020,2
512,2324,ntv,ntv,2
3,2324,ntv,2021,2
19,2325,Epoch Times,Epoch Times,2
3,2325,Epoch Times,2021,2
19,2326,Epoch Times,Epoch Times,2
3,2326,Epoch Times,2021,2
6,2327,tp - Science & Technology,tp - Science & Technology,2
3,2327,tp - Science & Technology,2021,2
19,2328,Epoch Times,Epoch Times,2
11,2328,Epoch Times,2020,2
19,2329,Epoch Times,Epoch Times,2
3,2329,Epoch Times,2021,2
397,2330,Weltwoche,Weltwoche,2
11,2330,Weltwoche,2020,2
358,2331,Jouwatch,Jouwatch,2
3,2331,Jouwatch,2021,2
512,2332,ntv,ntv,2
3,2332,ntv,2021,2
41,2333,Report24,Report24,2
3,2333,Report24,2021,2
8,2334,RT DE,RT DE,2
3,2334,RT DE,2021,2
6,2335,tp - Science & Technology,tp - Science & Technology,2
3,2335,tp - Science & Technology,2021,2
46,2336,NZZ,NZZ,2
11,2336,NZZ,2020,2
286,2337,Swissmedic,Swissmedic,2
3,2337,Swissmedic,2021,2
37,2338,Corona Transition,Corona Transition,2
3,2338,Corona Transition,2021,2
19,2339,Epoch Times,Epoch Times,2
3,2339,Epoch Times,2021,2
30,2340,NachDenkSeiten,NachDenkSeiten,2
11,2340,NachDenkSeiten,2020,2
27,2341,Die Ostschweiz,Die Ostschweiz,2
3,2341,Die Ostschweiz,2021,2
99,2342,Telepolis,Telepolis,2
3,2342,Telepolis,2021,2
16,2343,Rubikon,Rubikon,2
3,2343,Rubikon,2021,2
41,2344,Report24,Report24,2
3,2344,Report24,2021,2
10,2345,Wochenblick,Wochenblick,2
3,2345,Wochenblick,2021,2
849,2346,SNA,SNA,2
11,2346,SNA,2020,2
10,2347,Wochenblick,Wochenblick,2
3,2347,Wochenblick,2021,2
183,2348,corona-blog.net,corona-blog.net,2
3,2348,corona-blog.net,2021,2
19,2349,Epoch Times,Epoch Times,2
3,2349,Epoch Times,2021,2
19,2350,Epoch Times,Epoch Times,2
3,2350,Epoch Times,2021,2
19,2351,Epoch Times,Epoch Times,2
3,2351,Epoch Times,2021,2
109,2352,Berliner Zeitung,Berliner Zeitung,2
3,2352,Berliner Zeitung,2021,2
72,2353,Die Welt,Die Welt,2
3,2353,Die Welt,2021,2
10,2354,Wochenblick,Wochenblick,2
3,2354,Wochenblick,2021,2
8,2355,RT DE,RT DE,2
3,2355,RT DE,2021,2
10,2356,Wochenblick,Wochenblick,2
11,2356,Wochenblick,2020,2
49,2357,reitschuster,reitschuster,2
3,2357,reitschuster,2021,2
80,2358,INFOsperber,INFOsperber,2
3,2358,INFOsperber,2021,2
80,2359,INFOsperber,INFOsperber,2
11,2359,INFOsperber,2020,2
552,2360,World Freedom Alliance,World Freedom Alliance,2
11,2360,World Freedom Alliance,2020,2
72,2361,Die Welt,Die Welt,2
3,2361,Die Welt,2021,2
10,2362,Wochenblick,Wochenblick,2
11,2362,Wochenblick,2020,2
80,2363,INFOsperber,INFOsperber,2
3,2363,INFOsperber,2021,2
817,2364,BAG,BAG,2
11,2364,BAG,2020,2
8,2365,RT DE,RT DE,2
3,2365,RT DE,2021,2
46,2366,NZZ,NZZ,2
3,2366,NZZ,2021,2
49,2367,reitschuster,reitschuster,2
3,2367,reitschuster,2021,2
27,2368,Die Ostschweiz,Die Ostschweiz,2
3,2368,Die Ostschweiz,2021,2
19,2369,Epoch Times,Epoch Times,2
3,2369,Epoch Times,2021,2
37,2370,Corona Transition,Corona Transition,2
3,2370,Corona Transition,2021,2
54,2371,Tichys Einblick,Tichys Einblick,2
3,2371,Tichys Einblick,2021,2
636,2372,Das Schweizer Parlament,Das Schweizer Parlament,2
3,2372,Das Schweizer Parlament,2021,2
16,2373,Rubikon,Rubikon,2
3,2373,Rubikon,2021,2
1907,2374,BR,BR,2
11,2374,BR,2020,2
8,2375,RT DE,RT DE,2
3,2375,RT DE,2021,2
41,2376,Report24,Report24,2
3,2376,Report24,2021,2
